Id,Province/State,Country/Region,Lat,Long,Date,ConfirmedCases,Fatalities
4964,Guangxi,China,23.8298,108.7881,2020-02-25,252.0,2.0
4965,Guangxi,China,23.8298,108.7881,2020-02-26,252.0,2.0
4966,Guangxi,China,23.8298,108.7881,2020-02-27,252.0,2.0
4967,Guangxi,China,23.8298,108.7881,2020-02-28,252.0,2.0
4968,Guangxi,China,23.8298,108.7881,2020-02-29,252.0,2.0
4969,Guangxi,China,23.8298,108.7881,2020-03-01,252.0,2.0
4970,Guangxi,China,23.8298,108.7881,2020-03-02,252.0,2.0
4971,Guangxi,China,23.8298,108.7881,2020-03-03,252.0,2.0
4972,Guangxi,China,23.8298,108.7881,2020-03-04,252.0,2.0
4973,Guangxi,China,23.8298,108.7881,2020-03-05,252.0,2.0
4974,Guangxi,China,23.8298,108.7881,2020-03-06,252.0,2.0
4975,Guangxi,China,23.8298,108.7881,2020-03-07,252.0,2.0
4976,Guangxi,China,23.8298,108.7881,2020-03-08,252.0,2.0
4977,Guangxi,China,23.8298,108.7881,2020-03-09,252.0,2.0
4978,Guangxi,China,23.8298,108.7881,2020-03-10,252.0,2.0
4979,Guangxi,China,23.8298,108.7881,2020-03-11,252.0,2.0
4980,Guangxi,China,23.8298,108.7881,2020-03-12,252.0,2.0
4981,Guangxi,China,23.8298,108.7881,2020-03-13,252.0,2.0
4982,Guangxi,China,23.8298,108.7881,2020-03-14,252.0,2.0
4983,Guangxi,China,23.8298,108.7881,2020-03-15,252.0,2.0
4984,Guangxi,China,23.8298,108.7881,2020-03-16,252.0,2.0
4985,Guangxi,China,23.8298,108.7881,2020-03-17,253.0,2.0
4986,Guangxi,China,23.8298,108.7881,2020-03-18,253.0,2.0
4987,Guangxi,China,23.8298,108.7881,2020-03-19,253.0,2.0
4988,Guangxi,China,23.8298,108.7881,2020-03-20,254.0,2.0
4989,Guangxi,China,23.8298,108.7881,2020-03-21,254.0,2.0
4990,Guangxi,China,23.8298,108.7881,2020-03-22,254.0,2.0
4991,Guangxi,China,23.8298,108.7881,2020-03-23,254.0,2.0
4992,Guangxi,China,23.8298,108.7881,2020-03-24,254.0,2.0
5023,Guizhou,China,26.8154,106.8748,2020-01-22,1.0,0.0
5024,Guizhou,China,26.8154,106.8748,2020-01-23,3.0,0.0
5025,Guizhou,China,26.8154,106.8748,2020-01-24,3.0,0.0
5026,Guizhou,China,26.8154,106.8748,2020-01-25,4.0,0.0
5027,Guizhou,China,26.8154,106.8748,2020-01-26,5.0,0.0
5028,Guizhou,China,26.8154,106.8748,2020-01-27,7.0,0.0
5029,Guizhou,China,26.8154,106.8748,2020-01-28,9.0,0.0
5030,Guizhou,China,26.8154,106.8748,2020-01-29,9.0,0.0
5031,Guizhou,China,26.8154,106.8748,2020-01-30,12.0,0.0
5032,Guizhou,China,26.8154,106.8748,2020-01-31,29.0,0.0
5033,Guizhou,China,26.8154,106.8748,2020-02-01,29.0,0.0
5034,Guizhou,China,26.8154,106.8748,2020-02-02,38.0,0.0
5035,Guizhou,China,26.8154,106.8748,2020-02-03,46.0,0.0
5036,Guizhou,China,26.8154,106.8748,2020-02-04,58.0,0.0
5037,Guizhou,China,26.8154,106.8748,2020-02-05,64.0,1.0
5038,Guizhou,China,26.8154,106.8748,2020-02-06,71.0,1.0
5039,Guizhou,China,26.8154,106.8748,2020-02-07,81.0,1.0
5040,Guizhou,China,26.8154,106.8748,2020-02-08,89.0,1.0
5041,Guizhou,China,26.8154,106.8748,2020-02-09,99.0,1.0
5042,Guizhou,China,26.8154,106.8748,2020-02-10,109.0,1.0
5043,Guizhou,China,26.8154,106.8748,2020-02-11,127.0,1.0
5044,Guizhou,China,26.8154,106.8748,2020-02-12,133.0,1.0
5045,Guizhou,China,26.8154,106.8748,2020-02-13,135.0,1.0
5046,Guizhou,China,26.8154,106.8748,2020-02-14,140.0,1.0
5047,Guizhou,China,26.8154,106.8748,2020-02-15,143.0,1.0
5048,Guizhou,China,26.8154,106.8748,2020-02-16,144.0,1.0
5049,Guizhou,China,26.8154,106.8748,2020-02-17,146.0,1.0
5050,Guizhou,China,26.8154,106.8748,2020-02-18,146.0,2.0
5051,Guizhou,China,26.8154,106.8748,2020-02-19,146.0,2.0
5052,Guizhou,China,26.8154,106.8748,2020-02-20,146.0,2.0
5053,Guizhou,China,26.8154,106.8748,2020-02-21,146.0,2.0
5054,Guizhou,China,26.8154,106.8748,2020-02-22,146.0,2.0
5055,Guizhou,China,26.8154,106.8748,2020-02-23,146.0,2.0
5056,Guizhou,China,26.8154,106.8748,2020-02-24,146.0,2.0
5057,Guizhou,China,26.8154,106.8748,2020-02-25,146.0,2.0
5058,Guizhou,China,26.8154,106.8748,2020-02-26,146.0,2.0
5059,Guizhou,China,26.8154,106.8748,2020-02-27,146.0,2.0
5060,Guizhou,China,26.8154,106.8748,2020-02-28,146.0,2.0
5061,Guizhou,China,26.8154,106.8748,2020-02-29,146.0,2.0
5062,Guizhou,China,26.8154,106.8748,2020-03-01,146.0,2.0
5063,Guizhou,China,26.8154,106.8748,2020-03-02,146.0,2.0
5064,Guizhou,China,26.8154,106.8748,2020-03-03,146.0,2.0
5065,Guizhou,China,26.8154,106.8748,2020-03-04,146.0,2.0
5066,Guizhou,China,26.8154,106.8748,2020-03-05,146.0,2.0
5067,Guizhou,China,26.8154,106.8748,2020-03-06,146.0,2.0
5068,Guizhou,China,26.8154,106.8748,2020-03-07,146.0,2.0
5069,Guizhou,China,26.8154,106.8748,2020-03-08,146.0,2.0
5070,Guizhou,China,26.8154,106.8748,2020-03-09,146.0,2.0
5071,Guizhou,China,26.8154,106.8748,2020-03-10,146.0,2.0
5072,Guizhou,China,26.8154,106.8748,2020-03-11,146.0,2.0
5073,Guizhou,China,26.8154,106.8748,2020-03-12,146.0,2.0
5074,Guizhou,China,26.8154,106.8748,2020-03-13,146.0,2.0
5075,Guizhou,China,26.8154,106.8748,2020-03-14,146.0,2.0
5076,Guizhou,China,26.8154,106.8748,2020-03-15,146.0,2.0
5077,Guizhou,China,26.8154,106.8748,2020-03-16,146.0,2.0
5078,Guizhou,China,26.8154,106.8748,2020-03-17,147.0,2.0
5079,Guizhou,China,26.8154,106.8748,2020-03-18,146.0,2.0
5080,Guizhou,China,26.8154,106.8748,2020-03-19,146.0,2.0
5081,Guizhou,China,26.8154,106.8748,2020-03-20,146.0,2.0
5082,Guizhou,China,26.8154,106.8748,2020-03-21,146.0,2.0
5083,Guizhou,China,26.8154,106.8748,2020-03-22,146.0,2.0
5084,Guizhou,China,26.8154,106.8748,2020-03-23,146.0,2.0
5085,Guizhou,China,26.8154,106.8748,2020-03-24,146.0,2.0
5116,Hainan,China,19.1959,109.7453,2020-01-22,4.0,0.0
5117,Hainan,China,19.1959,109.7453,2020-01-23,5.0,0.0
5118,Hainan,China,19.1959,109.7453,2020-01-24,8.0,0.0
5119,Hainan,China,19.1959,109.7453,2020-01-25,19.0,0.0
5120,Hainan,China,19.1959,109.7453,2020-01-26,22.0,0.0
5121,Hainan,China,19.1959,109.7453,2020-01-27,33.0,1.0
5122,Hainan,China,19.1959,109.7453,2020-01-28,40.0,1.0
5123,Hainan,China,19.1959,109.7453,2020-01-29,43.0,1.0
5124,Hainan,China,19.1959,109.7453,2020-01-30,46.0,1.0
5125,Hainan,China,19.1959,109.7453,2020-01-31,52.0,1.0
5126,Hainan,China,19.1959,109.7453,2020-02-01,62.0,1.0
5127,Hainan,China,19.1959,109.7453,2020-02-02,64.0,1.0
5128,Hainan,China,19.1959,109.7453,2020-02-03,72.0,1.0
5129,Hainan,China,19.1959,109.7453,2020-02-04,80.0,1.0
5130,Hainan,China,19.1959,109.7453,2020-02-05,99.0,1.0
5131,Hainan,China,19.1959,109.7453,2020-02-06,106.0,1.0
5132,Hainan,China,19.1959,109.7453,2020-02-07,117.0,2.0
5133,Hainan,China,19.1959,109.7453,2020-02-08,124.0,2.0
5134,Hainan,China,19.1959,109.7453,2020-02-09,131.0,3.0
5135,Hainan,China,19.1959,109.7453,2020-02-10,138.0,3.0
5136,Hainan,China,19.1959,109.7453,2020-02-11,144.0,3.0
5137,Hainan,China,19.1959,109.7453,2020-02-12,157.0,4.0
5138,Hainan,China,19.1959,109.7453,2020-02-13,157.0,4.0
5139,Hainan,China,19.1959,109.7453,2020-02-14,159.0,4.0
5140,Hainan,China,19.1959,109.7453,2020-02-15,162.0,4.0
5141,Hainan,China,19.1959,109.7453,2020-02-16,162.0,4.0
5142,Hainan,China,19.1959,109.7453,2020-02-17,163.0,4.0
5143,Hainan,China,19.1959,109.7453,2020-02-18,163.0,4.0
5144,Hainan,China,19.1959,109.7453,2020-02-19,168.0,4.0
5145,Hainan,China,19.1959,109.7453,2020-02-20,168.0,4.0
5146,Hainan,China,19.1959,109.7453,2020-02-21,168.0,4.0
5147,Hainan,China,19.1959,109.7453,2020-02-22,168.0,4.0
5148,Hainan,China,19.1959,109.7453,2020-02-23,168.0,5.0
5149,Hainan,China,19.1959,109.7453,2020-02-24,168.0,5.0
5150,Hainan,China,19.1959,109.7453,2020-02-25,168.0,5.0
5151,Hainan,China,19.1959,109.7453,2020-02-26,168.0,5.0
5152,Hainan,China,19.1959,109.7453,2020-02-27,168.0,5.0
5153,Hainan,China,19.1959,109.7453,2020-02-28,168.0,5.0
5154,Hainan,China,19.1959,109.7453,2020-02-29,168.0,5.0
5155,Hainan,China,19.1959,109.7453,2020-03-01,168.0,5.0
5156,Hainan,China,19.1959,109.7453,2020-03-02,168.0,5.0
5157,Hainan,China,19.1959,109.7453,2020-03-03,168.0,5.0
5158,Hainan,China,19.1959,109.7453,2020-03-04,168.0,5.0
5159,Hainan,China,19.1959,109.7453,2020-03-05,168.0,6.0
5160,Hainan,China,19.1959,109.7453,2020-03-06,168.0,6.0
5161,Hainan,China,19.1959,109.7453,2020-03-07,168.0,6.0
5162,Hainan,China,19.1959,109.7453,2020-03-08,168.0,6.0
5163,Hainan,China,19.1959,109.7453,2020-03-09,168.0,6.0
5164,Hainan,China,19.1959,109.7453,2020-03-10,168.0,6.0
5165,Hainan,China,19.1959,109.7453,2020-03-11,168.0,6.0
5166,Hainan,China,19.1959,109.7453,2020-03-12,168.0,6.0
5167,Hainan,China,19.1959,109.7453,2020-03-13,168.0,6.0
5168,Hainan,China,19.1959,109.7453,2020-03-14,168.0,6.0
5169,Hainan,China,19.1959,109.7453,2020-03-15,168.0,6.0
5170,Hainan,China,19.1959,109.7453,2020-03-16,168.0,6.0
5171,Hainan,China,19.1959,109.7453,2020-03-17,168.0,6.0
5172,Hainan,China,19.1959,109.7453,2020-03-18,168.0,6.0
5173,Hainan,China,19.1959,109.7453,2020-03-19,168.0,6.0
5174,Hainan,China,19.1959,109.7453,2020-03-20,168.0,6.0
5175,Hainan,China,19.1959,109.7453,2020-03-21,168.0,6.0
5176,Hainan,China,19.1959,109.7453,2020-03-22,168.0,6.0
5177,Hainan,China,19.1959,109.7453,2020-03-23,168.0,6.0
5178,Hainan,China,19.1959,109.7453,2020-03-24,168.0,6.0
5209,Hebei,China,39.549,116.1306,2020-01-22,1.0,0.0
5210,Hebei,China,39.549,116.1306,2020-01-23,1.0,1.0
5211,Hebei,China,39.549,116.1306,2020-01-24,2.0,1.0
5212,Hebei,China,39.549,116.1306,2020-01-25,8.0,1.0
5213,Hebei,China,39.549,116.1306,2020-01-26,13.0,1.0
5214,Hebei,China,39.549,116.1306,2020-01-27,18.0,1.0
5215,Hebei,China,39.549,116.1306,2020-01-28,33.0,1.0
5216,Hebei,China,39.549,116.1306,2020-01-29,48.0,1.0
5217,Hebei,China,39.549,116.1306,2020-01-30,65.0,1.0
5218,Hebei,China,39.549,116.1306,2020-01-31,82.0,1.0
5219,Hebei,China,39.549,116.1306,2020-02-01,96.0,1.0
5220,Hebei,China,39.549,116.1306,2020-02-02,104.0,1.0
5221,Hebei,China,39.549,116.1306,2020-02-03,113.0,1.0
5222,Hebei,China,39.549,116.1306,2020-02-04,126.0,1.0
5223,Hebei,China,39.549,116.1306,2020-02-05,135.0,1.0
5224,Hebei,China,39.549,116.1306,2020-02-06,157.0,1.0
5225,Hebei,China,39.549,116.1306,2020-02-07,172.0,1.0
5226,Hebei,China,39.549,116.1306,2020-02-08,195.0,1.0
5227,Hebei,China,39.549,116.1306,2020-02-09,206.0,2.0
5228,Hebei,China,39.549,116.1306,2020-02-10,218.0,2.0
5229,Hebei,China,39.549,116.1306,2020-02-11,239.0,2.0
5230,Hebei,China,39.549,116.1306,2020-02-12,251.0,2.0
5231,Hebei,China,39.549,116.1306,2020-02-13,265.0,3.0
5232,Hebei,China,39.549,116.1306,2020-02-14,283.0,3.0
5233,Hebei,China,39.549,116.1306,2020-02-15,291.0,3.0
5234,Hebei,China,39.549,116.1306,2020-02-16,300.0,3.0
5235,Hebei,China,39.549,116.1306,2020-02-17,301.0,3.0
5236,Hebei,China,39.549,116.1306,2020-02-18,306.0,4.0
5237,Hebei,China,39.549,116.1306,2020-02-19,306.0,4.0
5238,Hebei,China,39.549,116.1306,2020-02-20,307.0,5.0
5239,Hebei,China,39.549,116.1306,2020-02-21,308.0,5.0
5240,Hebei,China,39.549,116.1306,2020-02-22,309.0,6.0
5241,Hebei,China,39.549,116.1306,2020-02-23,311.0,6.0
5242,Hebei,China,39.549,116.1306,2020-02-24,311.0,6.0
5243,Hebei,China,39.549,116.1306,2020-02-25,311.0,6.0
5244,Hebei,China,39.549,116.1306,2020-02-26,312.0,6.0
5245,Hebei,China,39.549,116.1306,2020-02-27,317.0,6.0
5246,Hebei,China,39.549,116.1306,2020-02-28,318.0,6.0
5247,Hebei,China,39.549,116.1306,2020-02-29,318.0,6.0
5248,Hebei,China,39.549,116.1306,2020-03-01,318.0,6.0
5249,Hebei,China,39.549,116.1306,2020-03-02,318.0,6.0
5250,Hebei,China,39.549,116.1306,2020-03-03,318.0,6.0
5251,Hebei,China,39.549,116.1306,2020-03-04,318.0,6.0
5252,Hebei,China,39.549,116.1306,2020-03-05,318.0,6.0
5253,Hebei,China,39.549,116.1306,2020-03-06,318.0,6.0
5254,Hebei,China,39.549,116.1306,2020-03-07,318.0,6.0
5255,Hebei,China,39.549,116.1306,2020-03-08,318.0,6.0
5256,Hebei,China,39.549,116.1306,2020-03-09,318.0,6.0
5257,Hebei,China,39.549,116.1306,2020-03-10,318.0,6.0
5258,Hebei,China,39.549,116.1306,2020-03-11,318.0,6.0
5259,Hebei,China,39.549,116.1306,2020-03-12,318.0,6.0
5260,Hebei,China,39.549,116.1306,2020-03-13,318.0,6.0
5261,Hebei,China,39.549,116.1306,2020-03-14,318.0,6.0
5262,Hebei,China,39.549,116.1306,2020-03-15,318.0,6.0
5263,Hebei,China,39.549,116.1306,2020-03-16,318.0,6.0
5264,Hebei,China,39.549,116.1306,2020-03-17,318.0,6.0
5265,Hebei,China,39.549,116.1306,2020-03-18,318.0,6.0
5266,Hebei,China,39.549,116.1306,2020-03-19,318.0,6.0
5267,Hebei,China,39.549,116.1306,2020-03-20,318.0,6.0
5268,Hebei,China,39.549,116.1306,2020-03-21,318.0,6.0
5269,Hebei,China,39.549,116.1306,2020-03-22,319.0,6.0
5270,Hebei,China,39.549,116.1306,2020-03-23,319.0,6.0
5271,Hebei,China,39.549,116.1306,2020-03-24,319.0,6.0
5302,Heilongjiang,China,47.862,127.7615,2020-01-22,0.0,0.0
5303,Heilongjiang,China,47.862,127.7615,2020-01-23,0.0,0.0
5304,Heilongjiang,China,47.862,127.7615,2020-01-24,0.0,0.0
5305,Heilongjiang,China,47.862,127.7615,2020-01-25,0.0,0.0
5306,Heilongjiang,China,47.862,127.7615,2020-01-26,0.0,0.0
5307,Heilongjiang,China,47.862,127.7615,2020-01-27,0.0,0.0
5308,Heilongjiang,China,47.862,127.7615,2020-01-28,0.0,0.0
5309,Heilongjiang,China,47.862,127.7615,2020-01-29,0.0,0.0
5310,Heilongjiang,China,47.862,127.7615,2020-01-30,0.0,0.0
5311,Heilongjiang,China,47.862,127.7615,2020-01-31,0.0,0.0
5312,Heilongjiang,China,47.862,127.7615,2020-02-01,0.0,0.0
5313,Heilongjiang,China,47.862,127.7615,2020-02-02,0.0,0.0
5314,Heilongjiang,China,47.862,127.7615,2020-02-03,0.0,0.0
5315,Heilongjiang,China,47.862,127.7615,2020-02-04,0.0,0.0
5316,Heilongjiang,China,47.862,127.7615,2020-02-05,0.0,0.0
5317,Heilongjiang,China,47.862,127.7615,2020-02-06,0.0,0.0
5318,Heilongjiang,China,47.862,127.7615,2020-02-07,0.0,0.0
5319,Heilongjiang,China,47.862,127.7615,2020-02-08,0.0,0.0
5320,Heilongjiang,China,47.862,127.7615,2020-02-09,0.0,0.0
5321,Heilongjiang,China,47.862,127.7615,2020-02-10,0.0,0.0
5322,Heilongjiang,China,47.862,127.7615,2020-02-11,0.0,0.0
5323,Heilongjiang,China,47.862,127.7615,2020-02-12,0.0,0.0
5324,Heilongjiang,China,47.862,127.7615,2020-02-13,0.0,0.0
5325,Heilongjiang,China,47.862,127.7615,2020-02-14,0.0,0.0
5326,Heilongjiang,China,47.862,127.7615,2020-02-15,0.0,0.0
5327,Heilongjiang,China,47.862,127.7615,2020-02-16,0.0,0.0
5328,Heilongjiang,China,47.862,127.7615,2020-02-17,0.0,0.0
5329,Heilongjiang,China,47.862,127.7615,2020-02-18,0.0,0.0
5330,Heilongjiang,China,47.862,127.7615,2020-02-19,0.0,0.0
5331,Heilongjiang,China,47.862,127.7615,2020-02-20,0.0,0.0
5332,Heilongjiang,China,47.862,127.7615,2020-02-21,0.0,0.0
5333,Heilongjiang,China,47.862,127.7615,2020-02-22,0.0,0.0
5334,Heilongjiang,China,47.862,127.7615,2020-02-23,0.0,0.0
5335,Heilongjiang,China,47.862,127.7615,2020-02-24,0.0,0.0
5336,Heilongjiang,China,47.862,127.7615,2020-02-25,0.0,0.0
5337,Heilongjiang,China,47.862,127.7615,2020-02-26,0.0,0.0
5338,Heilongjiang,China,47.862,127.7615,2020-02-27,0.0,0.0
5339,Heilongjiang,China,47.862,127.7615,2020-02-28,0.0,0.0
5340,Heilongjiang,China,47.862,127.7615,2020-02-29,0.0,0.0
5341,Heilongjiang,China,47.862,127.7615,2020-03-01,0.0,0.0
5342,Heilongjiang,China,47.862,127.7615,2020-03-02,0.0,0.0
5343,Heilongjiang,China,47.862,127.7615,2020-03-03,0.0,0.0
5344,Heilongjiang,China,47.862,127.7615,2020-03-04,0.0,0.0
5345,Heilongjiang,China,47.862,127.7615,2020-03-05,0.0,0.0
5346,Heilongjiang,China,47.862,127.7615,2020-03-06,0.0,0.0
5347,Heilongjiang,China,47.862,127.7615,2020-03-07,0.0,0.0
5348,Heilongjiang,China,47.862,127.7615,2020-03-08,0.0,0.0
5349,Heilongjiang,China,47.862,127.7615,2020-03-09,0.0,0.0
5350,Heilongjiang,China,47.862,127.7615,2020-03-10,0.0,0.0
5351,Heilongjiang,China,47.862,127.7615,2020-03-11,0.0,0.0
5352,Heilongjiang,China,47.862,127.7615,2020-03-12,0.0,0.0
5353,Heilongjiang,China,47.862,127.7615,2020-03-13,0.0,0.0
5354,Heilongjiang,China,47.862,127.7615,2020-03-14,0.0,0.0
5355,Heilongjiang,China,47.862,127.7615,2020-03-15,0.0,0.0
5356,Heilongjiang,China,47.862,127.7615,2020-03-16,0.0,0.0
5357,Heilongjiang,China,47.862,127.7615,2020-03-17,0.0,0.0
5358,Heilongjiang,China,47.862,127.7615,2020-03-18,0.0,0.0
5359,Heilongjiang,China,47.862,127.7615,2020-03-19,0.0,0.0
5360,Heilongjiang,China,47.862,127.7615,2020-03-20,0.0,0.0
5361,Heilongjiang,China,47.862,127.7615,2020-03-21,0.0,0.0
5362,Heilongjiang,China,47.862,127.7615,2020-03-22,0.0,0.0
5363,Heilongjiang,China,47.862,127.7615,2020-03-23,0.0,0.0
5364,Heilongjiang,China,47.862,127.7615,2020-03-24,0.0,0.0
5395,Henan,China,33.882,113.614,2020-01-22,0.0,0.0
5396,Henan,China,33.882,113.614,2020-01-23,0.0,0.0
5397,Henan,China,33.882,113.614,2020-01-24,0.0,0.0
5398,Henan,China,33.882,113.614,2020-01-25,0.0,0.0
5399,Henan,China,33.882,113.614,2020-01-26,0.0,0.0
5400,Henan,China,33.882,113.614,2020-01-27,0.0,0.0
5401,Henan,China,33.882,113.614,2020-01-28,0.0,0.0
5402,Henan,China,33.882,113.614,2020-01-29,0.0,0.0
5403,Henan,China,33.882,113.614,2020-01-30,0.0,0.0
5404,Henan,China,33.882,113.614,2020-01-31,0.0,0.0
5405,Henan,China,33.882,113.614,2020-02-01,0.0,0.0
5406,Henan,China,33.882,113.614,2020-02-02,0.0,0.0
5407,Henan,China,33.882,113.614,2020-02-03,0.0,0.0
5408,Henan,China,33.882,113.614,2020-02-04,0.0,0.0
5409,Henan,China,33.882,113.614,2020-02-05,0.0,0.0
5410,Henan,China,33.882,113.614,2020-02-06,0.0,0.0
5411,Henan,China,33.882,113.614,2020-02-07,0.0,0.0
5412,Henan,China,33.882,113.614,2020-02-08,0.0,0.0
5413,Henan,China,33.882,113.614,2020-02-09,0.0,0.0
5414,Henan,China,33.882,113.614,2020-02-10,0.0,0.0
5415,Henan,China,33.882,113.614,2020-02-11,0.0,0.0
5416,Henan,China,33.882,113.614,2020-02-12,0.0,0.0
5417,Henan,China,33.882,113.614,2020-02-13,0.0,0.0
5418,Henan,China,33.882,113.614,2020-02-14,0.0,0.0
5419,Henan,China,33.882,113.614,2020-02-15,0.0,0.0
5420,Henan,China,33.882,113.614,2020-02-16,0.0,0.0
5421,Henan,China,33.882,113.614,2020-02-17,0.0,0.0
5422,Henan,China,33.882,113.614,2020-02-18,0.0,0.0
5423,Henan,China,33.882,113.614,2020-02-19,0.0,0.0
5424,Henan,China,33.882,113.614,2020-02-20,0.0,0.0
5425,Henan,China,33.882,113.614,2020-02-21,0.0,0.0
5426,Henan,China,33.882,113.614,2020-02-22,0.0,0.0
5427,Henan,China,33.882,113.614,2020-02-23,0.0,0.0
5428,Henan,China,33.882,113.614,2020-02-24,0.0,0.0
5429,Henan,China,33.882,113.614,2020-02-25,0.0,0.0
5430,Henan,China,33.882,113.614,2020-02-26,0.0,0.0
5431,Henan,China,33.882,113.614,2020-02-27,0.0,0.0
5432,Henan,China,33.882,113.614,2020-02-28,0.0,0.0
5433,Henan,China,33.882,113.614,2020-02-29,0.0,0.0
5434,Henan,China,33.882,113.614,2020-03-01,0.0,0.0
5435,Henan,China,33.882,113.614,2020-03-02,0.0,0.0
5436,Henan,China,33.882,113.614,2020-03-03,0.0,0.0
5437,Henan,China,33.882,113.614,2020-03-04,0.0,0.0
5438,Henan,China,33.882,113.614,2020-03-05,0.0,0.0
5439,Henan,China,33.882,113.614,2020-03-06,0.0,0.0
5440,Henan,China,33.882,113.614,2020-03-07,0.0,0.0
5441,Henan,China,33.882,113.614,2020-03-08,0.0,0.0
5442,Henan,China,33.882,113.614,2020-03-09,0.0,0.0
5443,Henan,China,33.882,113.614,2020-03-10,0.0,0.0
5444,Henan,China,33.882,113.614,2020-03-11,0.0,0.0
5445,Henan,China,33.882,113.614,2020-03-12,0.0,0.0
5446,Henan,China,33.882,113.614,2020-03-13,0.0,0.0
5447,Henan,China,33.882,113.614,2020-03-14,0.0,0.0
5448,Henan,China,33.882,113.614,2020-03-15,0.0,0.0
5449,Henan,China,33.882,113.614,2020-03-16,0.0,0.0
5450,Henan,China,33.882,113.614,2020-03-17,0.0,0.0
5451,Henan,China,33.882,113.614,2020-03-18,0.0,0.0
5452,Henan,China,33.882,113.614,2020-03-19,0.0,0.0
5453,Henan,China,33.882,113.614,2020-03-20,0.0,0.0
5454,Henan,China,33.882,113.614,2020-03-21,0.0,0.0
5455,Henan,China,33.882,113.614,2020-03-22,0.0,0.0
5456,Henan,China,33.882,113.614,2020-03-23,0.0,0.0
5457,Henan,China,33.882,113.614,2020-03-24,0.0,0.0
5488,Hong Kong,China,22.3,114.2,2020-01-22,0.0,0.0
5489,Hong Kong,China,22.3,114.2,2020-01-23,2.0,0.0
5490,Hong Kong,China,22.3,114.2,2020-01-24,2.0,0.0
5491,Hong Kong,China,22.3,114.2,2020-01-25,5.0,0.0
5492,Hong Kong,China,22.3,114.2,2020-01-26,8.0,0.0
5493,Hong Kong,China,22.3,114.2,2020-01-27,8.0,0.0
5494,Hong Kong,China,22.3,114.2,2020-01-28,8.0,0.0
5495,Hong Kong,China,22.3,114.2,2020-01-29,10.0,0.0
5496,Hong Kong,China,22.3,114.2,2020-01-30,10.0,0.0
5497,Hong Kong,China,22.3,114.2,2020-01-31,12.0,0.0
5498,Hong Kong,China,22.3,114.2,2020-02-01,13.0,0.0
5499,Hong Kong,China,22.3,114.2,2020-02-02,15.0,0.0
5500,Hong Kong,China,22.3,114.2,2020-02-03,15.0,0.0
5501,Hong Kong,China,22.3,114.2,2020-02-04,17.0,1.0
5502,Hong Kong,China,22.3,114.2,2020-02-05,21.0,1.0
5503,Hong Kong,China,22.3,114.2,2020-02-06,24.0,1.0
5504,Hong Kong,China,22.3,114.2,2020-02-07,25.0,1.0
5505,Hong Kong,China,22.3,114.2,2020-02-08,26.0,1.0
5506,Hong Kong,China,22.3,114.2,2020-02-09,29.0,1.0
5507,Hong Kong,China,22.3,114.2,2020-02-10,38.0,1.0
5508,Hong Kong,China,22.3,114.2,2020-02-11,49.0,1.0
5509,Hong Kong,China,22.3,114.2,2020-02-12,50.0,1.0
5510,Hong Kong,China,22.3,114.2,2020-02-13,53.0,1.0
5511,Hong Kong,China,22.3,114.2,2020-02-14,56.0,1.0
5512,Hong Kong,China,22.3,114.2,2020-02-15,56.0,1.0
5513,Hong Kong,China,22.3,114.2,2020-02-16,57.0,1.0
5514,Hong Kong,China,22.3,114.2,2020-02-17,60.0,1.0
5515,Hong Kong,China,22.3,114.2,2020-02-18,62.0,1.0
5516,Hong Kong,China,22.3,114.2,2020-02-19,63.0,2.0
5517,Hong Kong,China,22.3,114.2,2020-02-20,68.0,2.0
5518,Hong Kong,China,22.3,114.2,2020-02-21,68.0,2.0
5519,Hong Kong,China,22.3,114.2,2020-02-22,69.0,2.0
5520,Hong Kong,China,22.3,114.2,2020-02-23,74.0,2.0
5521,Hong Kong,China,22.3,114.2,2020-02-24,79.0,2.0
5522,Hong Kong,China,22.3,114.2,2020-02-25,84.0,2.0
5523,Hong Kong,China,22.3,114.2,2020-02-26,91.0,2.0
5524,Hong Kong,China,22.3,114.2,2020-02-27,92.0,2.0
5525,Hong Kong,China,22.3,114.2,2020-02-28,94.0,2.0
5526,Hong Kong,China,22.3,114.2,2020-02-29,95.0,2.0
5527,Hong Kong,China,22.3,114.2,2020-03-01,96.0,2.0
5528,Hong Kong,China,22.3,114.2,2020-03-02,100.0,2.0
5529,Hong Kong,China,22.3,114.2,2020-03-03,100.0,2.0
5530,Hong Kong,China,22.3,114.2,2020-03-04,105.0,2.0
5531,Hong Kong,China,22.3,114.2,2020-03-05,105.0,2.0
5532,Hong Kong,China,22.3,114.2,2020-03-06,107.0,2.0
5533,Hong Kong,China,22.3,114.2,2020-03-07,108.0,2.0
5534,Hong Kong,China,22.3,114.2,2020-03-08,114.0,3.0
5535,Hong Kong,China,22.3,114.2,2020-03-09,115.0,3.0
5536,Hong Kong,China,22.3,114.2,2020-03-10,120.0,3.0
5537,Hong Kong,China,22.3,114.2,2020-03-11,126.0,3.0
5538,Hong Kong,China,22.3,114.2,2020-03-12,129.0,3.0
5539,Hong Kong,China,22.3,114.2,2020-03-13,134.0,4.0
5540,Hong Kong,China,22.3,114.2,2020-03-14,140.0,4.0
5541,Hong Kong,China,22.3,114.2,2020-03-15,145.0,4.0
5542,Hong Kong,China,22.3,114.2,2020-03-16,155.0,4.0
